1966,Mister Buddwing ,"Art Direction: George W. Davis, Paul Groesse; Set Decoration: Henry Grace, Hugh Hunt"
1966,Who's Afraid of Virginia Woolf? ,Art Direction: Richard Sylbert; Set Decoration: George James Hopkins
1966,Fantastic Voyage ,"Art Direction: Jack Martin Smith, Dale Hennesy; Set Decoration: Walter M. Scott, Stuart A. Reiss"
1966,Gambit ,"Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: John McCarthy, John Austin"
1966,Juliet of the Spirits ,Piero Gherardi
1966,The Oscar ,"Art Direction: Hal Pereira, Arthur Lonergan; Set Decoration: Robert Benton, James Payne"
1966,The Sand Pebbles ,"Art Direction: Boris Leven; Set Decoration: Walter M. Scott, John Sturtevant, William Kiernan"
1966,The Fortune Cookie ,Joseph LaShelle
1966,Georgy Girl ,Ken Higgins
1966,Is Paris Burning? ,Marcel Grignon
1966,Seconds ,James Wong Howe
1966,Who's Afraid of Virginia Woolf? ,Haskell Wexler
1966,Fantastic Voyage ,Ernest Laszlo
1966,Hawaii ,Russell Harlan
1966,A Man for All Seasons ,Ted Moore
1966,The Professionals ,Conrad Hall
1966,The Sand Pebbles ,Joseph MacDonald
1966,The Gospel According to St. Matthew ,Danilo Donati
1966,Mandragola ,Danilo Donati
1966,Mister Buddwing ,Helen Rose
1966,Morgan! ,Jocelyn Rickards
1966,Who's Afraid of Virginia Woolf? ,Irene Sharaff
1966,Gambit ,Jean Louis
1966,Hawaii ,Dorothy Jeakins
1966,Juliet of the Spirits ,Piero Gherardi
1966,A Man for All Seasons ,"Elizabeth Haffenden, Joan Bridge"
1966,The Oscar ,Edith Head
1966,Blow-Up ,Michelangelo Antonioni
1966,A Man and a Woman ,Claude Lelouch
1966,A Man for All Seasons ,Fred Zinnemann
1966,The Professionals ,Richard Brooks
1966,Who's Afraid of Virginia Woolf? ,Mike Nichols
1966,The Face of Genius ,"Alfred R. Kelman, Producer"
1966,Helicopter Canada ,"Peter Jones and Tom Daly, Producers"
1966,Le Volcan Interdit (The Forbidden Volcano) ,"Haroun Tazieff, Producer"
1966,The Really Big Family ,"Alex Grasshoff, Producer"
1966,The War Game ,"Peter Watkins, Producer"
1966,Adolescence ,"Marin Karmitz and Vladimir Forgency, Producers"
1966,Cowboy ,"Michael Ahnemann and Gary Schlosser, Producers"
1966,The Odds Against ,"Lee R. Bobker and Helen Kristt Radin, Producers"
1966,Saint Matthew Passion ,Mafilm Studio
1966,A Year toward Tomorrow ,"Edmond A. Levy, Producer"
1966,Fantastic Voyage ,William B. Murphy
1966,Grand Prix ,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo"
1966,The Russians Are Coming The Russians Are Coming ,"Hal Ashby, J. Terry Williams"
1966,The Sand Pebbles ,William Reynolds
1966,Who's Afraid of Virginia Woolf? ,Sam O'Steen
1966,The Battle of Algiers ,Italy
1966,Loves of a Blonde ,Czechoslovakia
1966,A Man and a Woman ,France
1966,Pharaoh ,Poland
1966,Three ,Yugoslavia
1966,The Bible ,Toshiro Mayuzumi
1966,Born Free ,John Barry
1966,Hawaii ,Elmer Bernstein
1966,The Sand Pebbles ,Jerry Goldsmith
1966,Who's Afraid of Virginia Woolf? ,Alex North
1966,A Funny Thing Happened on the Way to the Forum ,Ken Thorne
1966,The Gospel According to St. Matthew ,Luis Enrique Bacalov
1966,Return of the Seven ,Elmer Bernstein
1966,The Singing Nun ,Harry Sukman
1966,Stop the World--I Want to Get Off ,Al Ham
1966,"""Alfie"" from Alfie",Music by Burt Bacharach; Lyrics by Hal David
1966,"""Born Free"" from Born Free",Music by John Barry; Lyrics by Don Black
1966,"""Georgy Girl"" from Georgy Girl",Music by Tom Springfield; Lyrics by Jim Dale
1966,"""My Wishing Doll"" from Hawaii",Music by Elmer Bernstein; Lyrics by Mack David
1966,"""A Time For Love"" from An American Dream",Music by Johnny Mandel; Lyrics by Paul Francis Webster
1966,Alfie ,"Lewis Gilbert, Producer"
1966,A Man for All Seasons ,"Fred Zinnemann, Producer"
1966,The Russians Are Coming The Russians Are Coming ,"Norman Jewison, Producer"
1966,The Sand Pebbles ,"Robert Wise, Producer"
1966,Who's Afraid of Virginia Woolf? ,"Ernest Lehman, Producer"
1966,The Drag ,"Wolf Koenig and Robert Verrall, Producers"
1966,Herb Alpert and the Tijuana Brass Double Feature ,"John Hubley and Faith Hubley, Producers"
1966,The Pink Blueprint ,"David H. DePatie and Friz Freleng, Producers"
1966,Turkey the Bridge ,"Derek Williams, Producer"
1966,Wild Wings ,"Edgar Anstey, Producer"
1966,The Winning Strain ,"Leslie Winik, Producer"
1966,Gambit ,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director"
1966,Grand Prix ,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director"
1966,Hawaii ,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director"
1966,The Sand Pebbles ,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director"
1966,Who's Afraid of Virginia Woolf? ,"Warner Brothers Studio Sound Department, George R. Groves, Sound Director"
1966,Fantastic Voyage ,Walter Rossi
1966,Grand Prix ,Gordon Daniel
1966,Fantastic Voyage ,Art Cruickshank
1966,Hawaii ,Linwood G. Dunn
1966,Alfie ,Bill Naughton
1966,A Man for All Seasons ,Robert Bolt
1966,The Professionals ,Richard Brooks
1966,The Russians Are Coming The Russians Are Coming ,William Rose
1966,Who's Afraid of Virginia Woolf? ,Ernest Lehman
1966,Blow-Up ,"Story by Michelangelo Antonioni; Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond"
1966,The Fortune Cookie ,"Billy Wilder, I. A. L. Diamond"
1966,Khartoum ,Robert Ardrey
1966,A Man and a Woman ,"Story by Claude Lelouch; Screenplay by Claude Lelouch, Pierre Uytterhoeven"
1966,The Naked Prey ,"Clint Johnston, Don Peters"
1966,George Bagnall,
1966,Y. Frank Freeman,
1966,Yakima Canutt,
1966,Robert Wise,
1967,Warren Beatty,Bonnie and Clyde
1967,Dustin Hoffman,The Graduate
1967,Paul Newman,Cool Hand Luke
1967,Rod Steiger,In the Heat of the Night
1967,Spencer Tracy,Guess Who's Coming to Dinner
1967,John Cassavetes,The Dirty Dozen
1967,Gene Hackman,Bonnie and Clyde
1967,Cecil Kellaway,Guess Who's Coming to Dinner
1967,George Kennedy,Cool Hand Luke
1967,Michael J. Pollard,Bonnie and Clyde
1967,Anne Bancroft,The Graduate
1967,Faye Dunaway,Bonnie and Clyde
1967,Dame Edith Evans,The Whisperers
1967,Audrey Hepburn,Wait until Dark
1967,Katharine Hepburn,Guess Who's Coming to Dinner
1967,Carol Channing,Thoroughly Modern Millie
1967,Mildred Natwick,Barefoot in the Park
1967,Estelle Parsons,Bonnie and Clyde
1967,Beah Richards,Guess Who's Coming to Dinner
1967,Katharine Ross,The Graduate
1967,Camelot ,"Art Direction: John Truscott, Edward Carrere; Set Decoration: John W. Brown"
1967,Doctor Dolittle ,"Art Direction: Mario Chiari, Jack Martin Smith, Ed Graves; Set Decoration: Walter M. Scott, Stuart A. Reiss"
1967,Guess Who's Coming to Dinner ,Art Direction: Robert Clatworthy; Set Decoration: Frank Tuttle
1967,The Taming of the Shrew ,"Art Direction: Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani; Set Decoration: Dario Simoni, Luigi Gervasi"
1967,Thoroughly Modern Millie ,"Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: Howard Bristol"
1967,Bonnie and Clyde ,Burnett Guffey
1967,Camelot ,Richard H. Kline
1967,Doctor Dolittle ,Robert Surtees
1967,The Graduate ,Robert Surtees
1967,In Cold Blood ,Conrad Hall
1967,Bonnie and Clyde ,Theadora Van Runkle
1967,Camelot ,John Truscott
1967,The Happiest Millionaire ,Bill Thomas
1967,The Taming of the Shrew ,"Irene Sharaff, Danilo Donati"
1967,Thoroughly Modern Millie ,Jean Louis
1967,Bonnie and Clyde ,Arthur Penn
1967,The Graduate ,Mike Nichols
1967,Guess Who's Coming to Dinner ,Stanley Kramer
1967,In Cold Blood ,Richard Brooks
1967,In the Heat of the Night ,Norman Jewison
1967,The Anderson Platoon ,"Pierre Schoendoerffer, Producer"
1967,Festival ,"Murray Lerner, Producer"
1967,Harvest ,"Carroll Ballard, Producer"
1967,A King's Story ,"Jack Le Vien, Producer"
1967,A Time for Burning ,"William C. Jersey, Producer"
1967,Monument to the Dream ,"Charles E. Guggenheim, Producer"
1967,A Place to Stand ,"Christopher Chapman, Producer"
1967,The Redwoods ,"Mark Harris and Trevor Greenwood, Producers"
1967,See You at the Pillar ,"Robert Fitchett, Producer"
1967,While I Run This Race ,"Carl V. Ragsdale, Producer"
1967,Beach Red ,Frank P. Keller
1967,The Dirty Dozen ,Michael Luciano
1967,Doctor Dolittle ,"Samuel E. Beetley, Marjorie Fowler"
1967,Guess Who's Coming to Dinner ,Robert C. Jones
1967,In the Heat of the Night ,Hal Ashby
1967,Closely Watched Trains ,Czechoslovakia
1967,El Amor Brujo ,Spain
1967,I Even Met Happy Gypsies ,Yugoslavia
1967,Live for Life ,France
1967,Portrait of Chieko ,Japan
1967,Cool Hand Luke ,Lalo Schifrin
1967,Doctor Dolittle ,Leslie Bricusse
1967,Far from the Madding Crowd ,Richard Rodney Bennett
1967,In Cold Blood ,Quincy Jones
1967,Thoroughly Modern Millie ,Elmer Bernstein
1967,Camelot ,"Alfred Newman, Ken Darby"
1967,Doctor Dolittle ,"Lionel Newman, Alexander Courage"
1967,Guess Who's Coming to Dinner ,DeVol
1967,Thoroughly Modern Millie ,"Andre Previn, Joseph Gershenson"
1967,Valley of the Dolls ,John Williams
1967,"""The Bare Necessities"" from The Jungle Book",Music and Lyrics by Terry Gilkyson
1967,"""The Eyes Of Love"" from Banning",Music by Quincy Jones; Lyrics by Bob Russell
1967,"""The Look Of Love"" from Casino Royale",Music by Burt Bacharach; Lyrics by Hal David
1967,"""Talk To The Animals"" from Doctor Dolittle",Music and Lyrics by Leslie Bricusse
1967,"""Thoroughly Modern Millie"" from Thoroughly Modern Millie",Music and Lyrics by James Van Heusen and Sammy Cahn
1967,Bonnie and Clyde ,"Warren Beatty, Producer"
1967,Doctor Dolittle ,"Arthur P. Jacobs, Producer"
1967,The Graduate ,"Lawrence Turman, Producer"
1967,Guess Who's Coming to Dinner ,"Stanley Kramer, Producer"
1967,In the Heat of the Night ,"Walter Mirisch, Producer"
1967,The Box ,"Fred Wolf, Producer"
1967,Hypothese Beta ,"Jean-Charles Meunier, Producer"
1967,What on Earth! ,"Robert Verrall and Wolf Koenig, Producers"
1967,Paddle to the Sea ,"Julian Biggs, Producer"
1967,A Place to Stand ,"Christopher Chapman, Producer"
1967,Sky over Holland ,"John Ferno, Producer"
1967,"Stop, Look and Listen ","Len Janson and Chuck Menville, Producers"
1967,Camelot ,Warner Brothers-Seven Arts Studio Sound Department
1967,The Dirty Dozen ,Metro-Goldwyn-Mayer Studio Sound Department
1967,Doctor Dolittle ,20th Century-Fox Studio Sound Department
1967,In the Heat of the Night ,Samuel Goldwyn Studio Sound Department
1967,Thoroughly Modern Millie ,Universal City Studio Sound Department
1967,The Dirty Dozen ,John Poyner
1967,In the Heat of the Night ,James A. Richard
1967,Doctor Dolittle ,L. B. Abbott
1967,Tobruk ,"Howard A. Anderson, Jr., Albert Whitlock"
1967,Cool Hand Luke ,"Donn Pearce, Frank R. Pierson"
1967,The Graduate ,"Calder Willingham, Buck Henry"
1967,In Cold Blood ,Richard Brooks
1967,In the Heat of the Night ,Stirling Silliphant
1967,Ulysses ,"Joseph Strick, Fred Haines"
1967,Bonnie and Clyde ,"David Newman, Robert Benton"
1967,Divorce American Style ,Story by Robert Kaufman; Screenplay by Norman Lear
1967,Guess Who's Coming to Dinner ,William Rose
1967,La Guerre Est Finie ,Jorge Semprun
1967,Two for the Road ,Frederic Raphael
1967,Gregory Peck,
1967,Arthur Freed,
1967,Alfred Hitchcock,
1968,Alan Arkin,The Heart Is a Lonely Hunter
1968,Alan Bates,The Fixer
1968,Ron Moody,Oliver!
1968,Peter O'Toole,The Lion in Winter
1968,Cliff Robertson,Charly
1968,Jack Albertson,The Subject Was Roses
1968,Seymour Cassel,Faces
1968,Daniel Massey,Star!
1968,Jack Wild,Oliver!
1968,Gene Wilder,The Producers
1968,Katharine Hepburn,The Lion in Winter
1968,Patricia Neal,The Subject Was Roses
1968,Vanessa Redgrave,Isadora
1968,Barbra Streisand,Funny Girl
1968,Joanne Woodward,"Rachel, Rachel"
1968,Lynn Carlin,Faces
1968,Ruth Gordon,Rosemary's Baby
1968,Sondra Locke,The Heart Is a Lonely Hunter
1968,Kay Medford,Funny Girl
1968,Estelle Parsons,"Rachel, Rachel"
1968,Oliver! ,"Art Direction: John Box, Terence Marsh; Set Decoration: Vernon Dixon, Ken Muggleston"
1968,The Shoes of the Fisherman ,"Art Direction: George W. Davis, Edward Carfagno"
1968,Star! ,"Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Howard Bristol"
1968,2001: A Space Odyssey ,"Art Direction: Tony Masters, Harry Lange, Ernie Archer"
1968,War and Peace ,"Art Direction: Mikhail Bogdanov, Gennady Myasnikov; Set Decoration: G. Koshelev, V. Uvarov"
1968,Funny Girl ,Harry Stradling
1968,Ice Station Zebra ,Daniel L. Fapp
1968,Oliver! ,Oswald Morris
1968,Romeo and Juliet ,Pasqualino De Santis
1968,Star! ,Ernest Laszlo
1968,The Lion in Winter ,Margaret Furse
1968,Oliver! ,Phyllis Dalton
1968,Planet of the Apes ,Morton Haack
1968,Romeo and Juliet ,Danilo Donati
1968,Star! ,Donald Brooks
1968,The Battle of Algiers ,Gillo Pontecorvo
1968,The Lion in Winter ,Anthony Harvey
1968,Oliver! ,Carol Reed
1968,Romeo and Juliet ,Franco Zeffirelli
1968,2001: A Space Odyssey ,Stanley Kubrick
1968,A Few Notes on Our Food Problem ,"James Blue, Producer"
1968,Journey into Self ,"Bill McGaw, Producer"
1968,The Legendary Champions ,"William Cayton, Producer"
1968,Other Voices ,"David H. Sawyer, Producer"
1968,Young Americans ,"Robert Cohn and Alex Grasshoff, Producers"
1968,The House That Ananda Built ,"Fali Bilimoria, Producer"
1968,The Revolving Door ,"Lee R. Bobker, Producer"
1968,A Space to Grow ,"Thomas P. Kelly, Jr., Producer"
1968,A Way Out of the Wilderness ,"Dan E. Weisburd, Producer"
1968,Why Man Creates ,"Saul Bass, Producer"
1968,Bullitt ,Frank P. Keller
1968,Funny Girl ,"Robert Swink, Maury Winetrobe, William Sands"
1968,The Odd Couple ,Frank Bracht
1968,Oliver! ,Ralph Kemplen
1968,Wild in the Streets ,"Fred Feitshans, Eve Newman"
1968,The Boys of Paul Street ,Hungary
1968,The Firemen's Ball ,Czechoslovakia
1968,The Girl with the Pistol ,Italy
1968,Stolen Kisses ,France
1968,War and Peace ,Union of Soviet Socialist Republics
1968,The Fox ,Lalo Schifrin
1968,The Lion in Winter ,John Barry
1968,Planet of the Apes ,Jerry Goldsmith
1968,The Shoes of the Fisherman ,Alex North
1968,The Thomas Crown Affair ,Michel Legrand
1968,Finian's Rainbow ,Adaptation score by Ray Heindorf
1968,Funny Girl ,Adaptation score by Walter Scharf
1968,Oliver! ,Adaptation score by John Green
1968,Star! ,Adaptation score by Lennie Hayton
1968,The Young Girls of Rochefort ,Music and adaptation score by Michel Legrand; lyrics by Jacques Demy
1968,"""Chitty Chitty Bang Bang"" from Chitty Chitty Bang Bang",Music and Lyrics by Richard M. Sherman and Robert B. Sherman
1968,"""For Love Of Ivy"" from For Love of Ivy",Music by Quincy Jones; Lyrics by Bob Russell
1968,"""Funny Girl"" from Funny Girl",Music by Jule Styne; Lyrics by Bob Merrill
1968,"""Star!"" from Star!",Music by Jimmy Van Heusen; Lyrics by Sammy Cahn
1968,"""The Windmills Of Your Mind"" from The Thomas Crown Affair",Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman
1968,Funny Girl ,"Ray Stark, Producer"
1968,The Lion in Winter ,"Martin Poll, Producer"
1968,Oliver! ,"John Woolf, Producer"
1968,"Rachel, Rachel ","Paul Newman, Producer"
1968,Romeo and Juliet ,"Anthony Havelock-Allan and John Brabourne, Producers"
1968,The House That Jack Built ,"Wolf Koenig and Jim MacKay, Producers"
1968,The Magic Pear Tree ,"Jimmy Murakami, Producer"
1968,Windy Day ,"John Hubley and Faith Hubley, Producers"
1968,Winnie the Pooh and the Blustery Day ,"Walt Disney, Producer"
1968,The Dove ,"George Coe, Sidney Davis and Anthony Lover, Producers"
1968,Duo ,National Film Board of Canada
1968,Prelude ,"John Astin, Producer"
1968,Robert Kennedy Remembered ,"Charles Guggenheim, Producer"
1968,Bullitt ,Warner Brothers-Seven Arts Studio Sound Department
1968,Finian's Rainbow ,Warner Brothers-Seven Arts Studio Sound Department
1968,Funny Girl ,Columbia Studio Sound Department
1968,Oliver! ,Shepperton Studio Sound Department
1968,Star! ,20th Century-Fox Studio Sound Department
1968,Ice Station Zebra ,"Hal Millar, J. McMillan Johnson"
1968,2001: A Space Odyssey ,Stanley Kubrick
1968,The Lion in Winter ,James Goldman
1968,The Odd Couple ,Neil Simon
1968,Oliver! ,Vernon Harris
1968,"Rachel, Rachel ",Stewart Stern
1968,Rosemary's Baby ,Roman Polanski
1968,The Battle of Algiers ,"Franco Solinas, Gillo Pontecorvo"
1968,Faces ,John Cassavetes
1968,Hot Millions ,"Ira Wallach, Peter Ustinov"
1968,The Producers ,Mel Brooks
1968,2001: A Space Odyssey ,"Stanley Kubrick, Arthur C. Clarke"
1968,Martha Raye,
1968,John Chambers,Planet of the Apes
1968,Onna White,Oliver!
1969,Richard Burton,Anne of the Thousand Days
1969,Dustin Hoffman,Midnight Cowboy
1969,Peter O'Toole,"Goodbye, Mr. Chips"
1969,Jon Voight,Midnight Cowboy
1969,John Wayne,True Grit
1969,Rupert Crosse,The Reivers
1969,Elliott Gould,Bob & Carol & Ted & Alice
1969,Jack Nicholson,Easy Rider
1969,Anthony Quayle,Anne of the Thousand Days
1969,Gig Young,"They Shoot Horses, Don't They?"
1969,Genevieve Bujold,Anne of the Thousand Days
1969,Jane Fonda,"They Shoot Horses, Don't They?"
1969,Liza Minnelli,The Sterile Cuckoo
1969,Jean Simmons,The Happy Ending
1969,Maggie Smith,The Prime of Miss Jean Brodie
1969,Catherine Burns,Last Summer
1969,Dyan Cannon,Bob & Carol & Ted & Alice
1969,Goldie Hawn,Cactus Flower
1969,Sylvia Miles,Midnight Cowboy
1969,Susannah York,"They Shoot Horses, Don't They?"
1969,Anne of the Thousand Days ,"Art Direction: Maurice Carter, Lionel Couch; Set Decoration: Patrick McLoughlin"
1969,"Gaily, Gaily ","Art Direction: Robert Boyle, George B. Chan; Set Decoration: Edward Boyle, Carl Biddiscombe"
1969,"Hello, Dolly! ","Art Direction: John DeCuir, Jack Martin Smith, Herman Blumenthal; Set Decoration: Walter M. Scott, George Hopkins, Raphael Bretton"
1969,Sweet Charity ,"Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: Jack D. Moore"
1969,"They Shoot Horses, Don't They? ",Art Direction: Harry Horner; Set Decoration: Frank McKelvy
1969,Anne of the Thousand Days ,Arthur Ibbetson
1969,Bob & Carol & Ted & Alice ,Charles B. Lang
1969,Butch Cassidy and the Sundance Kid ,Conrad Hall
1969,"Hello, Dolly! ",Harry Stradling
1969,Marooned ,Daniel Fapp
1969,Anne of the Thousand Days ,Margaret Furse
1969,"Gaily, Gaily ",Ray Aghayan
1969,"Hello, Dolly! ",Irene Sharaff
1969,Sweet Charity ,Edith Head
1969,"They Shoot Horses, Don't They? ",Donfeld
1969,Alice's Restaurant ,Arthur Penn
1969,Butch Cassidy and the Sundance Kid ,George Roy Hill
1969,Midnight Cowboy ,John Schlesinger
1969,"They Shoot Horses, Don't They? ",Sydney Pollack
1969,Z ,Costa-Gavras
1969,Arthur Rubinstein - The Love of Life ,"Bernard Chevry, Producer"
1969,Before the Mountain Was Moved ,"Robert K. Sharpe, Producer"
1969,In the Year of the Pig ,"Emile de Antonio, Producer"
1969,The Olympics in Mexico ,Comite Organizador de los Juegos de la XIX Olimpiada
1969,The Wolf Men ,"Irwin Rosten, Producer"
1969,Czechoslovakia 1968 ,"Denis Sanders and Robert M. Fresco, Producers"
1969,An Impression of John Steinbeck: Writer ,"Donald Wrye, Producer"
1969,Jenny Is a Good Thing ,"Joan Horvath, Producer"
1969,Leo Beuerman ,"Arthur H. Wolf and Russell A. Mosser, Producers"
1969,The Magic Machines ,"Joan Keller Stern, Producer"
1969,"Hello, Dolly! ",William Reynolds
1969,Midnight Cowboy ,Hugh A. Robertson
1969,The Secret of Santa Vittoria ,"William Lyon, Earle Herdan"
1969,"They Shoot Horses, Don't They? ",Fredric Steinkamp
1969,Z ,Françoise Bonnot
1969,Ådalen '31 ,Sweden
1969,The Battle of Neretva ,Yugoslavia
1969,The Brothers Karamazov ,Union of Soviet Socialist Republics
1969,My Night at Maud's ,France
1969,Z ,Algeria
1969,Anne of the Thousand Days ,Georges Delerue
1969,Butch Cassidy and the Sundance Kid ,Burt Bacharach
1969,The Reivers ,John Williams
1969,The Secret of Santa Vittoria ,Ernest Gold
1969,The Wild Bunch ,Jerry Fielding
1969,"Goodbye, Mr. Chips ",Music and lyrics by Leslie Bricusse; adaptation score by John Williams
1969,"Hello, Dolly! ",Adaptation score by Lennie Hayton and Lionel Newman
1969,Paint Your Wagon ,Adaptation score by Nelson Riddle
1969,Sweet Charity ,Adaptation score by Cy Coleman
1969,"They Shoot Horses, Don't They? ",Adaptation score by John Green and Albert Woodbury
1969,"""Come Saturday Morning"" from The Sterile Cuckoo",Music by Fred Karlin; Lyrics by Dory Previn
1969,"""Jean"" from The Prime of Miss Jean Brodie",Music and Lyrics by Rod McKuen
1969,"""Raindrops Keep Fallin' On My Head"" from Butch Cassidy and the Sundance Kid",Music by Burt Bacharach; Lyrics by Hal David
1969,"""True Grit"" from True Grit",Music by Elmer Bernstein; Lyrics by Don Black
1969,"""What Are You Doing The Rest Of Your Life?"" from The Happy Ending",Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman
1969,Anne of the Thousand Days ,"Hal B. Wallis, Producer"
1969,Butch Cassidy and the Sundance Kid ,"John Foreman, Producer"
1969,"Hello, Dolly! ","Ernest Lehman, Producer"
1969,Midnight Cowboy ,"Jerome Hellman, Producer"
1969,Z ,"Jacques Perrin and Hamed Rachedi, Producers"
1969,It's Tough to Be a Bird ,"Ward Kimball, Producer"
1969,Of Men and Demons ,"John Hubley and Faith Hubley, Producers"
1969,Walking ,"Ryan Larkin, Producer"
1969,Blake ,"Doug Jackson, Producer"
1969,The Magic Machines ,"Joan Keller Stern, Producer"
1969,People Soup ,"Marc Merson, Producer"
1969,Anne of the Thousand Days ,John Aldred
1969,Butch Cassidy and the Sundance Kid ,"William Edmondson, David Dockendorf"
1969,"Gaily, Gaily ","Robert Martin, Clem Portman"
1969,"Hello, Dolly! ","Jack Solomon, Murray Spivack"
1969,Marooned ,"Les Fresholtz, Arthur Piantadosi"
1969,"Krakatoa, East of Java ","Eugene Lourie, Alex Weldon"
1969,Marooned ,Robbie Robertson
1969,Anne of the Thousand Days ,"Screenplay by John Hale, Bridget Boland; Adaptation by Richard Sokolove"
1969,"Goodbye, Columbus ",Arnold Schulman
1969,Midnight Cowboy ,Waldo Salt
1969,"They Shoot Horses, Don't They? ","James Poe, Robert E. Thompson"
1969,Z ,"Jorge Semprun, Costa-Gavras"
1969,Bob & Carol & Ted & Alice ,"Paul Mazursky, Larry Tucker"
1969,Butch Cassidy and the Sundance Kid ,William Goldman
1969,The Damned ,"Story by Nicola Badalucco;  Screenplay by Nicola Badalucco, Enrico Medioli, Luchino Visconti"
1969,Easy Rider ,"Peter Fonda, Dennis Hopper, Terry Southern"
1969,The Wild Bunch ,"Story by Walon Green, Roy N. Sickner; Screenplay by Walon Green, Sam Peckinpah"
1969,George Jessel,
1969,Cary Grant,
1970,Melvyn Douglas,I Never Sang for My Father
1970,James Earl Jones,The Great White Hope
1970,Jack Nicholson,Five Easy Pieces
1970,Ryan O'Neal,Love Story
1970,George C. Scott,Patton
1970,Richard Castellano,Lovers and Other Strangers
1970,Chief Dan George,Little Big Man
1970,Gene Hackman,I Never Sang for My Father
1970,John Marley,Love Story
1970,John Mills,Ryan's Daughter
1970,Jane Alexander,The Great White Hope
1970,Glenda Jackson,Women in Love
1970,Ali MacGraw,Love Story
1970,Sarah Miles,Ryan's Daughter
1970,Carrie Snodgress,Diary of a Mad Housewife
1970,Karen Black,Five Easy Pieces
1970,Lee Grant,The Landlord
1970,Helen Hayes,Airport
1970,Sally Kellerman,MA*S*H
1970,Maureen Stapleton,Airport
1970,Airport ,"Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Jack D. Moore, Mickey S. Michaels"
1970,The Molly Maguires ,Art Direction: Tambi Larsen; Set Decoration: Darrell Silvera
1970,Patton ,"Art Direction: Urie McCleary, Gil Parrondo; Set Decoration: Antonio Mateos, Pierre-Louis Thevenet"
1970,Scrooge ,"Art Direction: Terry Marsh, Bob Cartwright; Set Decoration: Pamela Cornell"
1970,Tora! Tora! Tora! ,"Art Direction: Jack Martin Smith, Yoshiro Muraki, Richard Day, Taizoh Kawashima; Set Decoration: Walter M. Scott, Norman Rockett, Carl Biddiscombe"
1970,Airport ,Ernest Laszlo
1970,Patton ,Fred Koenekamp
1970,Ryan's Daughter ,Freddie Young
1970,Tora! Tora! Tora! ,"Charles F. Wheeler, Osami Furuya, Sinsaku Himeda, Masamichi Satoh"
1970,Women in Love ,Billy Williams
1970,Airport ,Edith Head
1970,Cromwell ,Nino Novarese
1970,Darling Lili ,"Donald Brooks, Jack Bear"
1970,The Hawaiians ,Bill Thomas
1970,Scrooge ,Margaret Furse
1970,Fellini Satyricon ,Federico Fellini
1970,Love Story ,Arthur Hiller
1970,MA*S*H ,Robert Altman
1970,Patton ,Franklin J. Schaffner
1970,Women in Love ,Ken Russell
1970,Chariots of the Gods ,"Dr. Harald Reinl, Producer"
1970,Jack Johnson ,"Jim Jacobs, Producer"
1970,King: A Filmed Record...Montgomery to Memphis ,"Ely Landau, Producer"
1970,Say Goodbye ,"David H. Vowell, Producer"
1970,Woodstock ,"Bob Maurice, Producer"
1970,The Gifts ,"Robert McBride, Producer"
1970,Interviews with My Lai Veterans ,"Joseph Strick, Producer"
1970,A Long Way from Nowhere ,"Bob Aller, Producer"
1970,Oisin ,"Vivien Carey and Patrick Carey, Producers"
1970,Time Is Running Out ,"Horst Dallmayr and Robert Menegoz, Producers"
1970,Airport ,Stuart Gilmore
1970,MA*S*H ,Danford B. Greene
1970,Patton ,Hugh S. Fowler
1970,Tora! Tora! Tora! ,"James E. Newcom, Pembroke J. Herring, Inoue Chikaya"
1970,Woodstock ,Thelma Schoonmaker
1970,First Love ,Switzerland
1970,Hoa-Binh ,France
1970,Investigation of a Citizen above Suspicion ,Italy
1970,Paix Sur Les Champs ,Belgium
1970,Tristana ,Spain
1970,Airport ,Alfred Newman
1970,Cromwell ,Frank Cordell
1970,Love Story ,Francis Lai
1970,Patton ,Jerry Goldsmith
1970,Sunflower ,Henry Mancini
1970,The Baby Maker ,Music by Fred Karlin; lyrics by Tylwyth Kymry
1970,A Boy Named Charlie Brown ,"Music by Rod McKuen and John Scott Trotter; lyrics by Rod McKuen, Bill Melendez and Al Shean; adaptation score by Vince Guaraldi"
1970,Darling Lili ,Music by Henry Mancini; lyrics by Johnny Mercer
1970,Let It Be ,Music and lyrics by The Beatles
1970,Scrooge ,Music and lyrics by Leslie Bricusse; adaptation score by Ian Fraser and Herbert W. Spencer
